29,10,Divorced,Tech-support,Male,58,No
36,9,Married-civ-spouse,Craft-repair,Male,40,No
28,10,Divorced,Administrative-clerical,Female,40,No
53,9,Married-civ-spouse,Administrative-clerical,Female,40,Yes
49,10,Married-civ-spouse,Executive-managerial,Male,50,Yes
19,10,Never-married,Professional,Male,32,No
31,13,Separated,Sales,Female,40,No
29,13,Married-civ-spouse,Sales,Male,70,Yes
23,10,Never-married,Machine-inspection,Male,40,No
79,10,Married-civ-spouse,Professional,Male,20,No
40,12,Married-civ-spouse,Administrative-clerical,Male,40,No
18,7,Never-married,Other,Female,22,No
31,4,Married-civ-spouse,Farming-fishing,Male,40,No
18,9,Never-married,Sales,Male,30,No
46,9,Married-civ-spouse,Other,Female,40,No
59,9,Married-civ-spouse,Sales,Male,48,No
44,9,Divorced,Craft-repair,Female,40,Yes
53,9,Divorced,Sales,Female,35,No
49,9,Married-civ-spouse,Protect-service,Male,40,Yes
33,14,Married-civ-spouse,Professional,Male,50,No
30,5,Never-married,Sales,Male,40,No
43,16,Never-married,Professional,Female,50,Yes
57,11,Married-civ-spouse,Professional,Male,40,No
37,10,Divorced,Craft-repair,Female,40,No
28,10,Divorced,Machine-inspection,Female,25,No
34,13,Married-civ-spouse,Protect-service,Male,40,Yes
29,10,Never-married,Handlers-cleaners,Male,50,No
48,16,Married-civ-spouse,Professional,Male,60,Yes
37,10,Married-civ-spouse,Sales,Male,48,Yes
32,9,Never-married,Other,Male,40,No
76,14,Married-civ-spouse,Executive-managerial,Male,40,Yes
44,13,Married-civ-spouse,Executive-managerial,Male,60,Yes
47,14,Never-married,Professional,Female,50,No
20,10,Never-married,Tech-support,Female,40,No
29,9,Never-married,Craft-repair,Male,40,No
32,9,Married-civ-spouse,Craft-repair,Male,40,Yes
30,7,Never-married,Handlers-cleaners,Male,40,No
31,9,Never-married,Administrative-clerical,Female,40,No
42,9,Married-civ-spouse,Handlers-cleaners,Male,40,No
24,13,Never-married,Sales,Male,40,No
38,15,Married-civ-spouse,Professional,Male,40,Yes
28,10,Married-civ-spouse,Sales,Female,25,No
36,9,Never-married,Machine-inspection,Female,40,No
53,5,Married-civ-spouse,Handlers-cleaners,Male,50,No
56,10,Married-civ-spouse,Sales,Male,50,No
49,11,Married-civ-spouse,Craft-repair,Male,40,Yes
55,10,Married-civ-spouse,Sales,Male,56,No
22,9,Never-married,Craft-repair,Male,41,No
21,10,Never-married,Other,Female,40,No
40,13,Married-civ-spouse,Executive-managerial,Male,60,No
29,13,Married-civ-spouse,Professional,Male,50,Yes
19,10,Never-married,Other,Male,35,No
47,13,Married-civ-spouse,Executive-managerial,Female,40,Yes
20,10,Never-married,Administrative-clerical,Female,28,No
31,12,Married-civ-spouse,Administrative-clerical,Male,40,Yes
39,10,Divorced,Craft-repair,Male,40,No
28,12,Never-married,Sales,Female,60,No
24,9,Never-married,Other,Female,40,No
38,9,Married-civ-spouse,Craft-repair,Male,35,No
37,13,Married-civ-spouse,Sales,Male,50,No
46,12,Divorced,Tech-support,Female,36,No
43,9,Married-civ-spouse,Craft-repair,Male,60,No
27,11,Married-civ-spouse,Administrative-clerical,Female,35,No
20,10,Never-married,Sales,Male,20,No
49,10,Married-civ-spouse,Craft-repair,Male,40,Yes
61,9,Married-civ-spouse,Craft-repair,Male,40,No
27,10,Never-married,Sales,Female,40,No
45,11,Never-married,Professional,Female,40,Yes
70,10,Never-married,Tech-support,Male,40,No
31,9,Never-married,Transport-moving,Female,30,No
22,10,Married-civ-spouse,Other,Male,24,No
36,9,Widowed,Other,Female,24,No
64,7,Married-civ-spouse,Craft-repair,Male,40,No
34,9,Never-married,Administrative-clerical,Female,40,No
21,9,Never-married,Craft-repair,Male,35,No
48,9,Married-civ-spouse,Craft-repair,Male,46,No
23,13,Never-married,Handlers-cleaners,Male,40,No
71,10,Separated,Sales,Male,2,No
29,9,Divorced,Craft-repair,Male,60,No
42,13,Separated,Other,Male,50,No
25,9,Never-married,Other,Female,40,No
44,14,Divorced,Executive-managerial,Female,40,No
45,14,Married-civ-spouse,Sales,Male,40,Yes
39,12,Never-married,Executive-managerial,Male,42,No
46,14,Widowed,Protect-service,Male,40,No
18,7,Never-married,Handlers-cleaners,Male,16,No
66,11,Widowed,Professional,Female,20,No
27,9,Never-married,Other,Male,40,No
28,9,Married-civ-spouse,Protect-service,Male,40,No
51,10,Married-civ-spouse,Sales,Male,40,Yes
27,13,Never-married,Craft-repair,Male,50,No
28,13,Married-civ-spouse,Professional,Male,40,Yes
27,9,Married-spouse-absent,Sales,Female,25,No
21,9,Never-married,Craft-repair,Male,40,No
34,9,Never-married,Handlers-cleaners,Male,40,No
18,9,Never-married,Other,Male,12,No
33,13,Married-civ-spouse,Professional,Male,65,No
44,10,Married-civ-spouse,Executive-managerial,Male,38,Yes
43,10,Divorced,Administrative-clerical,Female,40,No
30,10,Never-married,Craft-repair,Male,45,No
37,10,Married-civ-spouse,Administrative-clerical,Male,42,Yes
34,9,Married-civ-spouse,Administrative-clerical,Male,40,No
41,13,Divorced,Executive-managerial,Female,40,No
31,14,Married-civ-spouse,Professional,Female,50,No
58,16,Married-civ-spouse,Professional,Male,1,Yes
38,10,Divorced,Machine-inspection,Female,28,No
24,10,Married-civ-spouse,Machine-inspection,Male,40,No
41,13,Married-civ-spouse,Craft-repair,Male,40,No
47,10,Married-civ-spouse,Tech-support,Male,45,No
41,13,Married-civ-spouse,Tech-support,Male,24,No
36,10,Divorced,Craft-repair,Male,40,No
40,14,Never-married,Executive-managerial,Female,55,Yes
35,14,Married-civ-spouse,Professional,Male,40,Yes
24,9,Never-married,Sales,Male,40,No
26,14,Never-married,Professional,Female,40,No
51,13,Married-civ-spouse,Executive-managerial,Male,50,Yes
42,10,Never-married,Professional,Female,40,No
37,9,Divorced,Administrative-clerical,Female,35,No
18,7,Never-married,Sales,Female,40,No
36,13,Married-civ-spouse,Other,Male,36,Yes
35,9,Divorced,Craft-repair,Male,60,No
58,9,Married-civ-spouse,Sales,Female,35,Yes
17,7,Never-married,Sales,Female,12,No
44,9,Married-civ-spouse,Transport-moving,Male,40,No
37,9,Married-civ-spouse,Craft-repair,Male,40,Yes
35,10,Never-married,Sales,Female,40,No
60,9,Married-civ-spouse,Craft-repair,Male,40,No
54,4,Married-civ-spouse,Machine-inspection,Male,40,Yes
37,13,Never-married,Executive-managerial,Male,60,Yes
50,12,Divorced,Sales,Female,40,No
45,13,Married-civ-spouse,Professional,Male,55,No
25,6,Never-married,Craft-repair,Male,40,No
31,10,Married-civ-spouse,Handlers-cleaners,Male,40,No
90,9,Never-married,Other,Male,40,No
54,9,Married-civ-spouse,Administrative-clerical,Male,20,No
53,1,Never-married,Machine-inspection,Female,35,No
18,9,Never-married,Sales,Female,40,No
66,9,Married-civ-spouse,Farming-fishing,Male,50,No
65,9,Divorced,Administrative-clerical,Female,40,No
35,7,Separated,Transport-moving,Male,40,No
41,9,Divorced,Sales,Female,38,No
25,10,Never-married,Administrative-clerical,Male,42,No
33,10,Divorced,Craft-repair,Female,40,No
28,15,Never-married,Professional,Male,55,Yes
59,9,Married-civ-spouse,Other,Male,40,No
40,10,Never-married,Administrative-clerical,Female,38,No
38,14,Married-civ-spouse,Executive-managerial,Male,70,Yes
23,9,Never-married,Transport-moving,Male,40,No
40,13,Married-civ-spouse,Professional,Male,40,Yes
41,9,Married-civ-spouse,Other,Female,20,No
24,12,Married-civ-spouse,Protect-service,Male,50,No
38,10,Divorced,Craft-repair,Male,40,No
58,9,Married-civ-spouse,Administrative-clerical,Male,45,Yes
32,9,Never-married,Other,Female,34,No
40,12,Married-civ-spouse,Tech-support,Male,60,Yes
41,15,Married-civ-spouse,Professional,Female,40,Yes
42,13,Married-civ-spouse,Administrative-clerical,Female,40,No
59,6,Widowed,Other,Female,30,No
19,10,Never-married,Administrative-clerical,Male,40,No
58,10,Never-married,Transport-moving,Male,20,No
20,9,Never-married,Other,Female,40,No
32,9,Separated,Other,Female,30,No
45,11,Widowed,Executive-managerial,Female,45,No
50,4,Divorced,Craft-repair,Male,40,No
36,13,Divorced,Professional,Female,40,No
45,9,Married-civ-spouse,Sales,Male,60,No
17,7,Never-married,Other,Male,12,No
59,10,Married-civ-spouse,Sales,Male,40,No
26,7,Married-civ-spouse,Craft-repair,Male,40,No
64,9,Married-civ-spouse,Executive-managerial,Male,40,Yes
33,13,Never-married,Professional,Female,45,No
33,9,Married-civ-spouse,Craft-repair,Female,40,Yes
61,9,Married-civ-spouse,Executive-managerial,Male,40,Yes
17,5,Never-married,Other,Male,24,No
50,14,Married-civ-spouse,Farming-fishing,Male,98,No
27,14,Never-married,Professional,Male,35,No
30,9,Divorced,Professional,Female,40,No
43,9,Married-civ-spouse,Handlers-cleaners,Male,40,No
44,10,Married-civ-spouse,Craft-repair,Male,40,Yes
35,10,Never-married,Executive-managerial,Female,40,No
25,10,Never-married,Tech-support,Female,40,No
24,10,Married-civ-spouse,Machine-inspection,Female,48,Yes
42,10,Married-civ-spouse,Craft-repair,Male,40,Yes
34,12,Divorced,Sales,Female,45,No
60,13,Divorced,Professional,Female,42,No
21,9,Never-married,Handlers-cleaners,Male,40,No
57,14,Married-civ-spouse,Sales,Male,40,Yes
41,15,Married-civ-spouse,Professional,Male,60,Yes
50,10,Divorced,Other,Male,45,No
25,13,Never-married,Executive-managerial,Female,40,No
36,13,Married-civ-spouse,Professional,Male,45,No
31,9,Divorced,Professional,Female,40,No
29,13,Never-married,Protect-service,Male,56,No
21,10,Never-married,Sales,Male,45,No
27,13,Never-married,Tech-support,Female,40,No
65,9,Married-civ-spouse,Transport-moving,Male,16,No
37,13,Divorced,Sales,Female,60,No
24,9,Never-married,Craft-repair,Male,40,No
38,9,Divorced,Sales,Male,80,No
48,13,Married-civ-spouse,Administrative-clerical,Male,40,Yes
21,10,Never-married,Other,Female,25,No
31,9,Married-civ-spouse,Transport-moving,Male,45,Yes
55,9,Married-civ-spouse,Sales,Male,40,Yes
43,9,Divorced,Administrative-clerical,Female,40,No
26,12,Never-married,Tech-support,Male,45,No
46,12,Never-married,Professional,Female,33,No
35,12,Married-civ-spouse,Administrative-clerical,Male,40,Yes
41,10,Married-civ-spouse,Farming-fishing,Male,54,Yes
26,13,Never-married,Sales,Male,40,No
36,13,Divorced,Professional,Female,40,Yes
22,10,Never-married,Sales,Male,15,No
24,10,Never-married,Machine-inspection,Male,40,No
77,10,Married-civ-spouse,Sales,Male,40,No
29,10,Never-married,Tech-support,Female,40,No
62,9,Widowed,Other,Female,24,No
39,9,Married-civ-spouse,Executive-managerial,Male,40,No
43,10,Married-civ-spouse,Craft-repair,Male,50,No
35,9,Divorced,Transport-moving,Male,45,No
29,7,Never-married,Executive-managerial,Female,40,No
76,14,Married-civ-spouse,Craft-repair,Male,10,No
63,9,Married-civ-spouse,Farming-fishing,Male,45,No
43,10,Married-civ-spouse,Professional,Female,50,Yes
58,9,Married-civ-spouse,Handlers-cleaners,Male,40,No
66,9,Never-married,Transport-moving,Male,55,No
41,10,Never-married,Craft-repair,Male,45,No
26,13,Never-married,Administrative-clerical,Male,40,No
47,11,Never-married,Other,Male,40,No
55,6,Married-civ-spouse,Administrative-clerical,Male,40,No
53,9,Married-civ-spouse,Transport-moving,Male,40,No
30,9,Never-married,Craft-repair,Male,40,No
49,14,Never-married,Professional,Male,60,No
45,9,Married-civ-spouse,Other,Male,40,No
26,12,Never-married,Sales,Male,40,No
38,11,Married-civ-spouse,Craft-repair,Male,40,Yes
36,9,Married-civ-spouse,Protect-service,Male,40,Yes
33,9,Never-married,Farming-fishing,Male,20,No
22,10,Never-married,Protect-service,Female,40,No
43,13,Never-married,Sales,Male,42,No
31,13,Never-married,Professional,Male,25,No
33,13,Married-civ-spouse,Executive-managerial,Male,40,Yes
26,9,Married-civ-spouse,Other,Male,40,No
33,13,Married-civ-spouse,Executive-managerial,Male,40,Yes
46,7,Married-civ-spouse,Transport-moving,Male,30,No
38,9,Married-civ-spouse,Administrative-clerical,Male,40,Yes
65,7,Widowed,Other,Male,40,No
40,11,Married-civ-spouse,Tech-support,Male,40,Yes
42,9,Married-civ-spouse,Administrative-clerical,Female,35,No
36,6,Married-civ-spouse,Other,Female,24,No
62,14,Married-civ-spouse,Professional,Male,40,Yes
43,13,Married-civ-spouse,Transport-moving,Male,45,No
43,13,Divorced,Executive-managerial,Male,45,Yes
22,9,Married-spouse-absent,Sales,Male,55,No
28,9,Married-civ-spouse,Craft-repair,Male,40,No
56,10,Married-civ-spouse,Sales,Male,45,No
22,12,Never-married,Sales,Female,15,No
57,13,Divorced,Executive-managerial,Female,45,Yes
39,9,Divorced,Sales,Female,40,No
26,10,Never-married,Administrative-clerical,Female,15,No
17,7,Never-married,Other,Male,10,No
40,11,Married-civ-spouse,Machine-inspection,Male,38,Yes
45,9,Married-civ-spouse,Machine-inspection,Male,40,No
44,9,Never-married,Craft-repair,Male,40,No
20,10,Never-married,Administrative-clerical,Female,10,No
33,9,Married-civ-spouse,Craft-repair,Female,40,No
23,10,Never-married,Sales,Male,40,No
46,14,Divorced,Executive-managerial,Male,30,No
38,9,Married-civ-spouse,Sales,Male,50,No
54,9,Divorced,Transport-moving,Male,40,No
46,3,Divorced,Craft-repair,Female,45,No
25,10,Married-civ-spouse,Craft-repair,Male,40,No
46,10,Divorced,Sales,Female,40,No
36,10,Married-civ-spouse,Transport-moving,Female,40,No
23,9,Never-married,Other,Female,25,No
29,9,Separated,Machine-inspection,Male,40,No
44,10,Married-civ-spouse,Administrative-clerical,Female,6,Yes
19,10,Never-married,Administrative-clerical,Female,16,No
19,9,Never-married,Other,Female,40,No
35,9,Married-civ-spouse,Other,Female,40,Yes
27,13,Never-married,Craft-repair,Male,50,No
46,12,Separated,Craft-repair,Male,40,No
34,9,Never-married,Other,Female,35,No
44,10,Married-civ-spouse,Tech-support,Male,40,No
45,10,Divorced,Handlers-cleaners,Female,40,No
25,13,Married-civ-spouse,Executive-managerial,Male,55,Yes
52,13,Married-civ-spouse,Executive-managerial,Male,50,Yes
20,10,Never-married,Handlers-cleaners,Male,40,No
28,10,Never-married,Other,Female,40,No
50,13,Married-civ-spouse,Protect-service,Male,40,Yes
34,11,Divorced,Tech-support,Female,64,No
41,14,Married-civ-spouse,Executive-managerial,Male,65,Yes
28,9,Married-civ-spouse,Administrative-clerical,Male,40,No
46,9,Married-civ-spouse,Craft-repair,Male,25,No
32,10,Married-civ-spouse,Executive-managerial,Male,50,No
41,10,Divorced,Other,Female,24,No
24,9,Never-married,Handlers-cleaners,Female,40,No
33,10,Divorced,Executive-managerial,Female,40,No
46,16,Married-civ-spouse,Executive-managerial,Male,60,Yes
31,10,Married-civ-spouse,Machine-inspection,Male,40,No
35,8,Divorced,Craft-repair,Male,50,Yes
30,7,Never-married,Other,Female,19,No
34,7,Separated,Machine-inspection,Male,40,No
34,9,Divorced,Transport-moving,Female,40,No
20,10,Married-civ-spouse,Sales,Male,30,No
17,7,Never-married,Handlers-cleaners,Male,18,No
32,13,Married-civ-spouse,Executive-managerial,Female,40,Yes
29,9,Divorced,Farming-fishing,Male,40,No
33,6,Never-married,Craft-repair,Female,35,No
25,9,Married-civ-spouse,Transport-moving,Male,60,No
36,14,Never-married,Professional,Male,40,No
63,9,Married-civ-spouse,Executive-managerial,Male,40,Yes
47,14,Married-civ-spouse,Professional,Male,40,No
40,13,Married-spouse-absent,Professional,Female,40,No
30,12,Married-civ-spouse,Other,Female,25,Yes
33,14,Married-civ-spouse,Professional,Male,50,Yes
34,9,Never-married,Farming-fishing,Male,60,No
34,10,Never-married,Protect-service,Female,40,No
23,10,Married-civ-spouse,Administrative-clerical,Male,40,No
42,10,Married-civ-spouse,Administrative-clerical,Female,40,No
29,13,Never-married,Professional,Male,40,No
45,9,Divorced,Administrative-clerical,Female,28,No
24,9,Never-married,Armed-Forces,Male,40,No
44,10,Married-civ-spouse,Professional,Male,40,Yes
20,10,Never-married,Sales,Male,35,No
44,9,Widowed,Executive-managerial,Female,40,No
51,9,Married-civ-spouse,Craft-repair,Male,40,No
20,9,Married-civ-spouse,Machine-inspection,Male,40,No
19,9,Never-married,Machine-inspection,Female,40,No
45,10,Married-civ-spouse,Craft-repair,Male,55,Yes
60,9,Married-civ-spouse,Craft-repair,Male,40,Yes
44,9,Married-civ-spouse,Sales,Female,40,Yes
40,11,Married-civ-spouse,Machine-inspection,Male,40,Yes
30,9,Married-civ-spouse,Executive-managerial,Female,40,No
38,10,Married-civ-spouse,Transport-moving,Male,50,No
23,9,Married-civ-spouse,Transport-moving,Male,60,No
44,12,Never-married,Farming-fishing,Male,40,No
54,9,Married-civ-spouse,Transport-moving,Male,40,No
32,13,Married-civ-spouse,Professional,Male,50,No
50,2,Married-spouse-absent,Craft-repair,Male,40,No
24,13,Never-married,Tech-support,Female,20,No
37,9,Married-civ-spouse,Administrative-clerical,Female,60,No
52,9,Divorced,Transport-moving,Male,40,No
38,10,Married-civ-spouse,Transport-moving,Male,40,No
49,14,Married-civ-spouse,Executive-managerial,Male,45,Yes
30,13,Married-civ-spouse,Tech-support,Female,16,Yes
60,10,Never-married,Professional,Male,40,Yes
35,9,Never-married,Craft-repair,Male,40,No
30,9,Never-married,Transport-moving,Male,60,No
67,11,Divorced,Other,Female,24,No
46,13,Never-married,Craft-repair,Female,40,No
17,5,Never-married,Other,Male,6,No
22,10,Never-married,Handlers-cleaners,Male,30,No
27,6,Never-married,Other,Male,40,No
23,9,Never-married,Other,Female,35,No
43,10,Married-civ-spouse,Craft-repair,Male,20,No
28,13,Never-married,Professional,Male,20,No
41,9,Married-spouse-absent,Craft-repair,Female,40,No
25,10,Married-spouse-absent,Administrative-clerical,Female,20,No
59,9,Married-civ-spouse,Transport-moving,Male,45,No
45,13,Divorced,Professional,Female,40,No
38,13,Married-civ-spouse,Sales,Male,60,Yes
40,9,Never-married,Other,Female,35,No
46,9,Divorced,Administrative-clerical,Male,40,No
35,12,Never-married,Executive-managerial,Female,60,No
34,9,Divorced,Professional,Female,25,No
33,13,Never-married,Craft-repair,Male,20,No
41,9,Divorced,Administrative-clerical,Female,36,No
20,10,Never-married,Machine-inspection,Male,40,No
26,10,Never-married,Professional,Female,35,No
62,9,Married-civ-spouse,Transport-moving,Male,40,No
52,10,Married-civ-spouse,Administrative-clerical,Male,40,No
25,13,Never-married,Sales,Female,40,No
24,13,Never-married,Executive-managerial,Male,40,No
19,10,Never-married,Protect-service,Male,8,No
43,10,Married-civ-spouse,Executive-managerial,Male,40,No
47,9,Separated,Administrative-clerical,Female,40,No
39,9,Divorced,Other,Female,40,No
49,11,Married-spouse-absent,Handlers-cleaners,Male,42,No
32,11,Never-married,Craft-repair,Male,45,No
34,10,Married-civ-spouse,Professional,Male,50,Yes
28,9,Divorced,Craft-repair,Male,45,No
25,10,Never-married,Administrative-clerical,Female,20,No
34,13,Married-civ-spouse,Professional,Male,50,Yes
38,13,Married-civ-spouse,Executive-managerial,Male,80,Yes
50,9,Married-civ-spouse,Executive-managerial,Male,50,Yes
24,10,Divorced,Handlers-cleaners,Male,50,No
37,10,Married-civ-spouse,Tech-support,Male,45,Yes
44,10,Divorced,Machine-inspection,Male,58,Yes
28,10,Married-civ-spouse,Sales,Female,40,No
42,13,Married-civ-spouse,Executive-managerial,Male,40,Yes
74,10,Divorced,Administrative-clerical,Female,9,No
38,9,Married-civ-spouse,Craft-repair,Male,50,No
44,14,Married-civ-spouse,Professional,Male,40,No
26,9,Never-married,Machine-inspection,Male,40,No
36,9,Married-civ-spouse,Other,Male,40,No
41,12,Married-civ-spouse,Executive-managerial,Female,50,Yes
67,15,Married-civ-spouse,Professional,Male,48,Yes
39,8,Married-civ-spouse,Tech-support,Male,50,No
57,2,Widowed,Priv-house-serv,Female,30,No
29,11,Separated,Craft-repair,Male,40,No
31,13,Never-married,Farming-fishing,Female,45,No
44,10,Married-civ-spouse,Transport-moving,Male,40,No
29,16,Never-married,Professional,Male,40,No
30,10,Never-married,Handlers-cleaners,Female,40,No
27,9,Never-married,Transport-moving,Male,40,No
27,10,Married-civ-spouse,Sales,Male,50,No
32,9,Never-married,Handlers-cleaners,Female,45,No
58,6,Married-civ-spouse,Other,Female,8,No
35,10,Married-civ-spouse,Protect-service,Male,40,No
21,9,Never-married,Handlers-cleaners,Male,36,No
28,10,Never-married,Craft-repair,Male,40,No
46,10,Divorced,Executive-managerial,Male,50,No
36,9,Separated,Other,Female,40,No
72,7,Widowed,Administrative-clerical,Female,40,No
35,9,Married-civ-spouse,Machine-inspection,Female,40,No
33,11,Divorced,Craft-repair,Female,40,Yes
69,7,Never-married,Machine-inspection,Female,40,No
35,9,Married-civ-spouse,Machine-inspection,Male,40,No
34,9,Married-civ-spouse,Tech-support,Female,32,No
28,13,Never-married,Transport-moving,Male,55,No
54,13,Married-civ-spouse,Sales,Male,35,Yes
47,10,Married-civ-spouse,Professional,Male,50,Yes
24,9,Never-married,Handlers-cleaners,Female,40,No
52,13,Married-civ-spouse,Professional,Male,60,Yes
20,9,Never-married,Handlers-cleaners,Male,48,No
43,14,Married-civ-spouse,Executive-managerial,Male,45,No
29,9,Separated,Craft-repair,Male,35,No
47,14,Divorced,Executive-managerial,Male,42,No
24,9,Never-married,Craft-repair,Male,40,No
51,9,Married-civ-spouse,Professional,Male,40,No
17,7,Never-married,Sales,Male,12,No
37,11,Married-civ-spouse,Craft-repair,Male,40,Yes
27,16,Never-married,Professional,Female,70,No
29,13,Married-civ-spouse,Executive-managerial,Male,40,Yes
36,12,Divorced,Sales,Female,35,No
58,13,Never-married,Professional,Female,40,No
26,10,Married-civ-spouse,Craft-repair,Male,45,No
57,9,Married-civ-spouse,Sales,Male,40,Yes
59,9,Married-civ-spouse,Craft-repair,Male,40,No
27,9,Married-civ-spouse,Machine-inspection,Male,40,No
31,13,Never-married,Tech-support,Male,40,No
21,10,Never-married,Sales,Female,24,No
29,10,Never-married,Administrative-clerical,Male,60,No
18,7,Never-married,Other,Male,40,No
52,6,Married-civ-spouse,Craft-repair,Male,47,Yes
57,13,Divorced,Professional,Male,80,No
60,4,Never-married,Transport-moving,Male,48,Yes
23,13,Never-married,Administrative-clerical,Female,40,No
27,9,Never-married,Sales,Male,40,No
42,15,Married-civ-spouse,Professional,Male,50,Yes
25,10,Never-married,Tech-support,Male,40,No
49,13,Never-married,Professional,Female,45,No
32,13,Never-married,Tech-support,Male,40,No
19,10,Never-married,Administrative-clerical,Male,28,No
60,4,Divorced,Other,Female,40,No
42,5,Married-civ-spouse,Other,Male,40,No
35,12,Never-married,Farming-fishing,Male,40,No
48,9,Never-married,Administrative-clerical,Female,37,No
51,14,Married-civ-spouse,Craft-repair,Male,40,Yes
29,9,Never-married,Craft-repair,Male,40,No
36,9,Separated,Executive-managerial,Male,40,No
17,6,Never-married,Other,Female,21,No
52,14,Divorced,Professional,Female,60,No
24,9,Never-married,Craft-repair,Male,40,No
24,9,Married-civ-spouse,Handlers-cleaners,Male,50,No
26,13,Never-married,Professional,Male,40,No
27,13,Never-married,Other,Female,20,No
39,9,Never-married,Handlers-cleaners,Male,60,No
30,9,Married-civ-spouse,Transport-moving,Male,45,No
50,9,Married-civ-spouse,Executive-managerial,Male,32,No
52,13,Married-civ-spouse,Sales,Male,55,No
46,15,Married-civ-spouse,Professional,Male,45,Yes
23,13,Never-married,Sales,Female,20,No
45,7,Widowed,Other,Female,20,No
65,5,Widowed,Priv-house-serv,Female,24,No
29,11,Married-civ-spouse,Transport-moving,Male,55,No
30,9,Never-married,Farming-fishing,Male,60,No
34,9,Married-civ-spouse,Sales,Male,45,Yes
38,9,Married-civ-spouse,Sales,Male,64,No
33,10,Married-civ-spouse,Executive-managerial,Male,40,Yes
49,13,Married-civ-spouse,Sales,Male,26,Yes
47,10,Never-married,Other,Female,40,No
49,6,Separated,Other,Female,40,No
43,10,Married-civ-spouse,Craft-repair,Male,60,Yes
30,13,Married-civ-spouse,Administrative-clerical,Female,40,Yes
58,9,Married-civ-spouse,Craft-repair,Male,60,No
19,9,Never-married,Other,Female,14,No
21,13,Never-married,Handlers-cleaners,Male,40,No
33,13,Married-civ-spouse,Executive-managerial,Male,60,Yes
52,16,Married-civ-spouse,Professional,Male,60,Yes
26,9,Divorced,Craft-repair,Male,55,No
60,9,Married-civ-spouse,Craft-repair,Male,40,No
21,10,Never-married,Handlers-cleaners,Male,40,No
36,10,Married-civ-spouse,Sales,Male,50,Yes
31,10,Married-civ-spouse,Craft-repair,Male,45,No
50,16,Separated,Professional,Male,40,Yes
31,9,Divorced,Administrative-clerical,Female,40,No
71,9,Married-civ-spouse,Craft-repair,Male,15,No
30,13,Married-civ-spouse,Tech-support,Male,40,Yes
20,10,Never-married,Other,Male,20,No
24,9,Never-married,Executive-managerial,Male,50,No
38,10,Separated,Executive-managerial,Female,45,No
27,9,Never-married,Machine-inspection,Female,32,No
34,9,Married-civ-spouse,Craft-repair,Male,45,No
44,4,Married-civ-spouse,Craft-repair,Male,35,No
43,9,Married-civ-spouse,Machine-inspection,Male,40,Yes
44,8,Married-civ-spouse,Handlers-cleaners,Male,40,Yes
35,14,Never-married,Sales,Male,60,No
